Line No.,Eartag,Birth Date,Breed,Lact num,Calving Date,305 day Milk kg,305 day Fat kg,305 day Protein kg,305 day Fat + Protein kg,F+P kg / day,Lact len,Tests,SCC over limit,Ave SCC,Calv int,Johne's Group,Fertility Status,CPI,Sire name
914,UK209357203475,09/02/23,HF,1,15/02/25,6314,281,254,535,1.75,305,4,0,13,0,J0,Ready,0,SOVEREIGN
956,UK209357703515,19/02/23,HF,1,27/02/25,5858,244,221,465,1.59,293,4,0,58,0,J0,Ready,0,MORDOR
912,UK209357703473,08/02/23,HF,1,01/03/25,5290,268,207,475,1.63,291,4,0,109,0,J0,Ready,0,SOVEREIGN
79,UK702881105237,05/02/23,HF,1,03/02/25,5125,227,223,450,1.48,317,3,1,141,0,J0,Ready,0,XAAR
408,UK702881305302,14/02/23,HF,1,09/02/25,4885,273,199,473,1.54,311,4,0,33,0,J0,Ready,0,UNKNOWN
960,UK209357403519,19/02/23,HF,1,14/02/25,5421,307,235,542,1.77,306,3,0,14,0,J0,Ready,0,MORDOR
88,UK702881405534,14/03/23,JZ,1,01/05/25,4610,305,236,542,2.36,230,2,0,66,0,J1,Ready,0,SLIPSTREAM
441,  702881405380,22/02/23,JZ,1,01/05/25,4763,277,213,490,2.13,230,2,0,24,0,J1,Ready,0,SLIPSTREAM
66,  702881605291,08/02/23,JZ,1,01/04/25,3796,279,192,471,1.81,260,1,0,88,0,J1,Ready,0,SLIPSTREAM
341,UK702881305491,09/03/23,JZ,1,02/02/25,5734,279,206,486,1.60,318,4,0,80,0,J4,Ready,0,SLIPSTREAM
444,UK702881405492,09/03/23,JZ,1,03/02/25,5720,272,219,491,1.61,317,4,0,20,0,J0,Ready,0,SLIPSTREAM
267,UK702881705488,06/03/23,HF,1,16/02/25,6236,312,251,563,1.85,304,4,1,315,0,J0,Ready,0,SOVEREIG
268,UK702881205490,05/03/23,HF,1,09/02/25,5472,292,222,514,1.68,311,3,0,21,0,J0,Ready,0,SOVEREIG
157,UK702881705481,05/03/23,HF,1,03/02/25,5417,282,210,492,1.62,317,4,0,10,0,J0,Ready,0,SOVEREIG
440,UK702881405485,05/03/23,JZ,1,26/02/25,4657,276,219,495,1.68,294,4,0,20,0,J0,Ready,0,SLIPSTREAM
459,UK702881205483,04/03/23,HF,1,07/03/25,5591,220,215,435,1.53,285,4,1,185,0,J0,Ready,0,SOVEREIG
151,UK702881405464,01/03/23,JZ,1,06/02/25,5714,269,227,497,1.63,314,4,0,11,0,J0,Ready,0,SLIPSTREAM
428,UK702881705467,01/03/23,J,1,12/02/25,5502,293,204,497,1.63,308,4,0,20,0,J0,Ready,0,MIRDEXTE
416,UK702881105468,01/03/23,J,1,16/02/25,5998,290,241,531,1.75,304,4,0,22,0,J0,Ready,0,MIRDEXTE
431,UK702881205469,01/03/23,J,1,03/02/25,5870,299,234,533,1.72,317,4,0,10,0,J0,Ready,0,SOVEREIG
191,UK702881405471,01/03/23,HF,1,15/03/25,4390,231,178,410,1.48,277,4,3,227,0,J0,Ready,0,SOVEREIG
425,UK702881705474,01/03/23,J,1,27/01/25,5629,296,237,534,1.74,324,4,0,17,0,J0,Ready,0,SLIPSTREAM
432,UK702881105475,01/03/23,HF,1,03/02/25,5548,258,223,482,1.57,317,4,0,12,0,J0,Ready,0,KRYPTON
442,UK702881205476,01/03/23,JZ,1,03/02/25,5007,239,217,457,1.48,317,4,0,45,0,J0,Ready,0,SLIPSTREAM
282,UK702881405478,01/03/23,JZ,1,06/02/25,6039,300,244,545,1.78,314,4,0,29,0,J0,Ready,0,SLIPSTREAM
307,UK702881605480,01/03/23,JZ,1,20/03/25,4911,276,201,477,1.75,272,4,0,19,0,J0,Ready,0,SLIPSTREAM
421,UK702881605466,27/02/23,JZ,1,12/02/25,6155,283,253,536,1.76,308,4,0,62,0,J0,Ready,0,SLIPSTREAM
114,UK702881705439,27/02/23,JZ,1,24/03/25,4780,215,180,395,1.47,268,4,1,203,0,J0,Ready,0,SOVEREIG
52,UK702881105440,27/02/23,JZ,1,07/03/25,5975,278,218,496,1.74,285,4,0,46,0,J0,Ready,0,SOVEREIG
397,UK702881305463,27/02/23,HF,1,27/01/25,6245,336,266,603,1.92,324,2,0,55,0,J1,Ready,0,SOVEREIG
461,UK702881505465,27/02/23,JZ,1,03/02/25,5775,293,239,533,1.74,317,4,0,53,0,J0,Ready,0,SOVEREIG
462,UK702881505437,24/02/23,HF,1,03/02/25,4858,225,196,422,1.38,317,4,0,23,0,J0,Ready,0,OWNBULL
368,UK702881505367,22/02/23,HF,1,01/05/25,4044,238,162,401,1.74,230,2,0,20,0,J1,Ready,0,STARK
26,UK702881605368,22/02/23,HF,1,03/02/25,5243,229,209,439,1.44,317,4,0,17,0,J0,Ready,0,STARK
202,UK702881705369,22/02/23,HF,1,03/02/25,5184,248,208,456,1.49,317,4,0,117,0,J0,Ready,0,SOVEREIG
94,UK702881205371,22/02/23,HF,1,03/02/25,5660,281,206,488,1.60,317,4,0,49,0,J0,Ready,0,CONNECTION
433,UK702881305372,22/02/23,HF,1,10/02/25,6222,296,261,557,1.82,310,2,0,79,0,J1,Ready,0,SOVEREIG
242,UK702881405373,22/02/23,HF,1,12/02/25,5767,241,214,456,1.50,308,4,0,46,0,J0,Ready,0,SOVEREIG
146,UK702881605375,22/02/23,HF,1,24/02/25,5154,254,201,455,1.54,296,4,1,128,0,J0,Ready,0,SOVEREIG
135,UK702881705376,22/02/23,HF,1,06/02/25,4716,265,203,469,1.54,314,2,0,28,0,J0,Ready,0,SOVEREIG
445,UK702881605431,22/02/23,HF,1,27/01/25,4743,248,193,441,1.45,324,4,0,22,0,J0,Ready,0,MIRDEXTE
30,UK702881105433,22/02/23,JZ,1,01/03/25,5190,259,221,480,1.65,291,4,0,54,0,J0,Ready,0,SLIPSTREAM
288,UK702881405436,22/02/23,JZ,1,12/02/25,6213,327,259,586,1.92,308,4,0,20,0,J0,Ready,0,MIRDEXTE
215,UK702881605438,22/02/23,HF,1,05/03/25,5512,252,217,470,1.64,287,4,0,10,0,J0,Ready,0,SOVEREIG
327,UK702881305358,20/02/23,JZ,1,27/01/25,5546,319,237,556,1.81,324,4,0,94,0,J0,Ready,0,PISTOL
448,UK702881505360,19/02/23,JZ,1,03/02/25,5180,287,218,506,1.65,317,4,0,16,0,J0,Ready,0,SLIPSTREAM
77,UK702881605361,19/02/23,HF,1,03/02/25,5125,293,218,511,1.67,317,4,0,19,0,J0,Ready,0,MIRDEXTE
424,UK702881705362,19/02/23,HF,1,27/01/25,4970,265,206,472,1.56,324,4,2,212,0,J0,Ready,0,MIRDEXTE
388,UK702881105363,19/02/23,JZ,1,17/02/25,6151,321,239,560,1.85,303,4,0,19,0,J0,Ready,0,SLIPSTREAM
343,UK702881205364,19/02/23,JZ,1,27/01/25,4992,294,218,513,1.67,324,4,0,113,0,J0,Ready,0,SLIPSTREAM
59,UK702881405352,16/02/23,HF,1,10/02/25,5410,260,210,470,1.54,310,4,0,76,0,J0,Ready,0,SOVEREIG
385,UK702881605354,16/02/23,HF,1,28/03/25,4778,245,190,436,1.65,264,3,1,97,0,J0,Ready,0,SOVEREIG
446,UK702881705355,16/02/23,HF,1,12/02/25,5502,265,209,475,1.55,308,4,0,27,0,J0,Ready,0,SUGARHILL
426,UK702881505304,14/02/23,JZ,1,03/02/25,6434,303,250,553,1.81,317,4,4,1093,0,J0,Ready,0,PISTOL
44,UK702881705306,14/02/23,HF,1,09/02/25,5908,259,237,497,1.63,311,4,0,24,0,J0,Ready,0,MIRDEXTE
456,UK702881105307,14/02/23,HF,1,06/02/25,6592,290,272,563,1.84,314,4,0,16,0,J0,Ready,0,SOVEREIG
284,UK702881205308,14/02/23,HF,1,09/02/25,5986,279,204,483,1.59,311,4,0,14,0,J0,Ready,0,SOVEREIG
383,UK702881405310,14/02/23,JZ,1,27/01/25,5059,205,196,401,1.32,324,4,0,11,0,J0,Ready,0,KRYPTON
443,UK702881705313,14/02/23,JA,1,27/01/25,5719,291,224,516,1.68,324,4,0,18,0,J0,Ready,0,CONNECTION
451,UK702881105314,14/02/23,JZ,1,01/02/25,6050,292,237,529,1.71,319,4,0,56,0,J0,Ready,0,PISTOL
83,UK702881305316,14/02/23,HF,1,01/02/25,6158,277,231,509,1.66,319,4,0,26,0,J0,Ready,0,SUGARHILL
435,UK702881405317,14/02/23,HF,1,27/01/25,5773,282,237,519,1.70,324,4,0,21,0,J0,Ready,0,SUGARHILL
404,UK702881505318,14/02/23,JZ,1,01/04/25,4611,216,189,405,1.56,260,4,1,227,0,J0,Ready,0,KRYPTON
253,UK702881305351,14/02/23,JZ,1,01/03/25,5052,250,202,452,1.55,291,4,0,24,0,J0,Ready,0,SLIPSTREAM
438,UK702881405303,12/02/23,JZ,1,17/02/25,4968,277,230,507,1.67,303,4,1,130,0,J0,Ready,0,PISTOL
411,UK702881605298,10/02/23,JZ,1,17/03/25,5233,272,196,468,1.70,275,4,0,24,0,J0,Ready,0,SLIPSTREAM
391,UK702881705299,10/02/23,HF,1,03/02/25,6399,283,248,532,1.73,317,4,0,34,0,J0,Ready,0,SUGARHILL
310,UK702881105300,10/02/23,HF,1,03/02/25,4831,248,200,449,1.47,317,3,0,15,0,J0,Ready,0,SUGARHILL
455,UK702881405296,09/02/23,HF,1,15/03/25,5552,256,192,449,1.62,277,4,0,57,0,J0,Ready,0,SOVEREIG
449,UK702881305253,08/02/23,JZ,1,03/02/25,6320,339,238,578,1.89,317,4,3,171,0,J0,Ready,0,PISTOL
417,UK702881505255,08/02/23,HF,1,27/01/25,6455,279,231,511,1.66,324,2,0,123,0,J1,Ready,0,STARK
356,UK702881605256,08/02/23,HF,1,24/03/25,4548,236,182,418,1.56,268,4,0,22,0,J0,Ready,0,SOVEREIG
430,UK702881705257,08/02/23,HF,1,03/02/25,5691,297,239,537,1.74,317,4,0,83,0,J0,Ready,0,XAAR
156,UK702881205294,08/02/23,JZ,1,03/02/25,5626,276,213,489,1.58,317,4,0,48,0,J0,Ready,0,SLIPSTREAM
460,UK702881405233,06/02/23,HF,1,11/02/25,5962,273,246,520,1.70,309,4,0,29,0,J0,Ready,0,STARK
412,UK702881205245,06/02/23,HF,1,27/01/25,5898,334,240,575,1.88,324,4,0,23,0,J0,Ready,0,OWNBULL
243,UK702881405247,06/02/23,HF,1,06/02/25,5866,273,214,487,1.60,314,4,0,24,0,J0,Ready,0,SUGARHILL
422,UK702881605249,06/02/23,JZ,1,12/02/25,5757,289,236,526,1.72,308,4,0,67,0,J0,Ready,0,SOVEREIG
458,UK702881705236,05/02/23,HF,1,11/02/25,5276,288,225,514,1.69,309,4,0,42,0,J1,Ready,0,XAAR
18,UK702881205238,05/02/23,HF,1,27/01/25,5780,307,234,542,1.77,324,4,1,59,0,J0,Ready,0,PIVOTAL
100,UK702881305239,05/02/23,JZ,1,18/02/25,5865,290,243,533,1.76,302,3,0,137,0,,Ready,0,MIRDEXTE
439,UK702881505240,05/02/23,JZ,1,26/02/25,6181,246,238,484,1.65,294,4,0,59,0,J0,Ready,0,STARK
10,UK702881505241,04/02/23,HF,1,03/02/25,4420,250,200,450,1.47,317,4,0,30,0,J0,Ready,0,OWNBULL
78,UK702881605242,04/02/23,JZ,1,12/02/25,5269,278,207,485,1.59,308,4,0,29,0,J0,Ready,0,SLIPSTREAM
244,UK702881305232,03/02/23,HF,1,07/03/25,5123,260,207,467,1.64,285,4,0,12,0,J0,Ready,0,MIRDEXTE
186,UK702881205231,01/02/23,JZ,1,27/01/25,5255,271,203,474,1.55,324,4,0,19,0,J0,Ready,0,SLIPSTREAM
406,UK702881505171,26/01/23,HF,1,09/02/25,6314,275,241,516,1.69,311,4,0,24,0,J0,Ready,0,XAAR
,,,,,,"7,024",322,279,601,2.03,299,,,81,,,,0,
